Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-01 00:00:00-04:00,10.0,10.0,9.5600004196167,9.710000038146973,1443200,0.0,0.0
2021-05-01 00:00:00-04:00,9.729999542236328,9.729999542236328,9.609999656677246,9.680000305175781,900000,0.0,0.0
2021-06-01 00:00:00-04:00,9.710000038146973,9.892000198364258,9.65999984741211,9.850000381469727,11521500,0.0,0.0
2021-07-01 00:00:00-04:00,9.850000381469727,9.85200023651123,9.760000228881836,9.779999732971191,2223900,0.0,0.0
2021-08-01 00:00:00-04:00,9.770000457763672,9.880000114440918,9.729999542236328,9.880000114440918,2467800,0.0,0.0
2021-09-01 00:00:00-04:00,9.829999923706055,9.90999984741211,9.819999694824219,9.859999656677246,2744500,0.0,0.0
2021-10-01 00:00:00-04:00,9.890000343322754,9.970000267028809,9.829999923706055,9.970000267028809,3911900,0.0,0.0
2021-11-01 00:00:00-04:00,9.970000267028809,10.010000228881836,9.930000305175781,10.0,20105800,0.0,0.0
2021-12-01 00:00:00-05:00,10.010000228881836,10.210000038146973,5.519999980926514,5.659999847412109,7564100,0.0,0.0
2022-01-01 00:00:00-05:00,5.659999847412109,6.091000080108643,4.449999809265137,5.110000133514404,1908700,0.0,0.0
2022-02-01 00:00:00-05:00,5.150000095367432,6.639999866485596,4.53000020980835,5.78000020980835,2591500,0.0,0.0
2022-03-01 00:00:00-05:00,5.78000020980835,10.5,5.690000057220459,8.239999771118164,12081400,0.0,0.0
2022-04-01 00:00:00-04:00,8.819999694824219,16.1200008392334,8.039999961853027,10.010000228881836,38037500,0.0,0.0
2022-05-01 00:00:00-04:00,9.8100004196167,11.609999656677246,5.079999923706055,5.329999923706055,7148900,0.0,0.0
2022-06-01 00:00:00-04:00,5.28000020980835,5.690000057220459,3.569999933242798,3.680000066757202,4550800,0.0,0.0
2022-07-01 00:00:00-04:00,3.6700000762939453,3.8399999141693115,2.440000057220459,2.5399999618530273,3004100,0.0,0.0
2022-08-01 00:00:00-04:00,2.5899999141693115,4.340000152587891,1.3700000047683716,1.5399999618530273,22075800,0.0,0.0
2022-09-01 00:00:00-04:00,1.5199999809265137,1.7999999523162842,1.190000057220459,1.5700000524520874,58937500,0.0,0.0
2022-10-01 00:00:00-04:00,1.590000033378601,2.0799999237060547,1.1100000143051147,1.350000023841858,12076100,0.0,0.0
2022-11-01 00:00:00-04:00,1.3899999856948853,1.3899999856948853,0.9100000262260437,0.9700000286102295,2017400,0.0,0.0
2022-12-01 00:00:00-05:00,0.949999988079071,1.0199999809265137,0.5799999833106995,0.6740000247955322,1840400,0.0,0.0
2023-01-01 00:00:00-05:00,0.7160000205039978,4.449999809265137,0.6740000247955322,3.2699999809265137,238559200,0.0,0.0
2023-02-01 00:00:00-05:00,3.359999895095825,6.769999980926514,2.859999895095825,2.940000057220459,197138500,0.0,0.0
2023-03-01 00:00:00-05:00,2.930000066757202,3.7899999618530273,1.5099999904632568,2.440000057220459,173661700,0.0,0.0
2023-04-01 00:00:00-04:00,2.5,3.740000009536743,2.0199999809265137,2.9000000953674316,265389000,0.0,0.0
2023-05-01 00:00:00-04:00,2.880000114440918,3.25,2.109999895095825,2.2100000381469727,155708800,0.0,0.0
