Date,Dividends
2012-12-06 00:00:00-05:00,2.0
2013-06-05 00:00:00-04:00,1.6
2013-12-24 00:00:00-05:00,0.45
2015-01-08 00:00:00-05:00,0.1
2015-08-13 00:00:00-04:00,0.5
2015-12-30 00:00:00-05:00,0.25
2016-12-13 00:00:00-05:00,0.15
2017-09-29 00:00:00-04:00,0.15
2019-02-20 00:00:00-05:00,0.06
2019-09-30 00:00:00-04:00,0.12
