Date,Dividends
2021-08-12 00:00:00-04:00,0.16
2021-11-10 00:00:00-05:00,0.16
2022-02-10 00:00:00-05:00,0.16
2022-05-12 00:00:00-04:00,0.16
2022-08-11 00:00:00-04:00,0.16
2022-09-08 00:00:00-04:00,1.5
2022-11-09 00:00:00-05:00,0.16
2023-02-09 00:00:00-05:00,0.16
2023-05-11 00:00:00-04:00,0.16
2023-08-10 00:00:00-04:00,0.16
2023-11-09 00:00:00-05:00,0.16
2024-02-08 00:00:00-05:00,0.16
