Date,Dividends
2013-12-26 00:00:00-05:00,0.104
2014-06-25 00:00:00-04:00,0.291
2015-06-25 00:00:00-04:00,0.122
2015-12-28 00:00:00-05:00,0.056
2016-12-20 00:00:00-05:00,0.414
2017-12-19 00:00:00-05:00,0.338
2018-12-26 00:00:00-05:00,1.275
2019-12-27 00:00:00-05:00,0.041
2020-12-29 00:00:00-05:00,0.221
2021-12-29 00:00:00-05:00,2.58
2023-12-18 00:00:00-05:00,0.419
2023-12-27 00:00:00-05:00,0.042
2024-12-17 00:00:00-05:00,1.025
