Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-01 00:00:00-05:00,0.7877245475242409,0.8157791551145595,0.6452559164143761,0.71453857421875,8138980000,0.0,0.0
2016-02-01 00:00:00-05:00,0.7138069470476109,0.7835774931687219,0.6037840240834076,0.7650370597839355,9000048000,0.002875,0.0
2016-03-01 00:00:00-05:00,0.7697830454752684,0.8875520014145857,0.7599893775582585,0.8723717927932739,6577904000,0.0,0.0
2016-04-01 00:00:00-04:00,0.8669853483532013,0.9171779895632296,0.8478877171445051,0.86992347240448,6734252000,0.0,0.0
2016-05-01 00:00:00-04:00,0.8782479669116722,1.1463499426357229,0.842256243767097,1.1439014673233032,10367836000,0.002875,0.0
2016-06-01 00:00:00-04:00,1.141471589371735,1.19154905068393,1.0940943047173082,1.1539909839630127,8197900000,0.0,0.0
2016-07-01 00:00:00-04:00,1.1476082387498618,1.4053597410368794,1.1299338386507578,1.4016776084899902,7210052000,0.0,0.0
2016-08-01 00:00:00-04:00,1.407569204938802,1.5587833965862659,1.3624013036687916,1.5057601928710938,9305120000,0.002875,0.0
2016-09-01 00:00:00-04:00,1.5097648411423552,1.7015903672150718,1.4096712763333972,1.6851130723953247,8665252000,0.0,0.0
2016-10-01 00:00:00-04:00,1.685112863252879,1.794059842626731,1.5665744856337591,1.7500383853912354,6551568000,0.0,0.0
2016-11-01 00:00:00-04:00,1.756433205783882,2.3424846192103277,1.6374029607821816,2.2674760818481445,12767464000,0.0035,0.0
2016-12-01 00:00:00-05:00,2.268407374818809,2.953855548615378,2.087870767990979,2.628988027572632,18082228000,0.0,0.0
2017-01-01 00:00:00-05:00,2.5713538005687635,2.7558313375920096,2.4410621828675545,2.689084529876709,13396840000,0.0,0.0
2017-02-01 00:00:00-05:00,2.723566090837447,2.9782385919710244,2.357074296914767,2.49943470954895,14206788000,0.0035,0.0
2017-03-01 00:00:00-05:00,2.559556302384959,2.7127006563919998,2.3469793349986827,2.6863133907318115,14288960000,0.0,0.0
2017-04-01 00:00:00-04:00,2.6868065858363535,2.7040691496874847,2.35487053108888,2.5721333026885986,9572572000,0.0,0.0
2017-05-01 00:00:00-04:00,2.5829835857072894,3.6251535516713114,2.5230575697129347,3.559802293777466,19209444000,0.0035,0.0
2017-06-01 00:00:00-04:00,3.579351494922443,4.159740377742005,3.5082534724335055,3.5687363147735596,23445520000,0.0,0.0
2017-07-01 00:00:00-04:00,3.580832334467803,4.195041950279576,3.4211081274892043,4.011865139007568,15491016000,0.0,0.0
2017-08-01 00:00:00-04:00,4.002485750951668,4.30934383470651,3.7748728526710376,4.182947158813477,14728216000,0.0035,0.0
2017-09-01 00:00:00-04:00,4.199230021364226,4.724288176983681,4.020339389182891,4.4171600341796875,14447336000,0.0,0.0
2017-10-01 00:00:00-04:00,4.467318478215997,5.136674903690228,4.373425929556559,5.109989643096924,11422664000,0.0,0.0
2017-11-01 00:00:00-04:00,5.172749705326474,5.4030343296509065,4.725029422264705,4.9592671394348145,11830896000,0.00375,0.0
2017-12-01 00:00:00-05:00,4.928095730919323,4.952574486141863,4.4649820170239956,4.7844390869140625,10112216000,0.0,0.0
2018-01-01 00:00:00-05:00,4.840814476356695,6.163397084911884,4.809165875704609,6.077598571777344,11456216000,0.0,0.0
2018-02-01 00:00:00-05:00,5.897593625684534,6.230155711222767,5.044059673470756,5.983639717102051,14915528000,0.00375,0.0
2018-03-01 00:00:00-05:00,5.985131654011261,6.296622928236059,5.368829793735657,5.729803085327148,14118440000,0.0,0.0
2018-04-01 00:00:00-04:00,5.659291498806627,5.919320693349297,5.20306466939327,5.5642852783203125,11144008000,0.0,0.0
2018-05-01 00:00:00-04:00,5.556120145301309,6.445069280206889,5.4974832696724025,6.239470481872559,11978240000,0.00375,0.0
2018-06-01 00:00:00-04:00,6.288138906589213,6.6644371018665165,5.818013827124856,5.864803791046143,8785540000,0.0,0.0
2018-07-01 00:00:00-04:00,5.7952379479237495,6.352505546551334,5.774690047429687,6.061864852905273,6321876000,0.0,0.0
2018-08-01 00:00:00-04:00,6.093305046953203,6.974387076318211,5.909859479143584,6.9486403465271,10917836000,0.00375,0.0
2018-09-01 00:00:00-04:00,6.939313246389569,7.064897100781815,6.407501666257542,6.96086311340332,6340200000,0.0,0.0
2018-10-01 00:00:00-04:00,7.038643154974607,7.2516648296004425,4.35976757434898,5.222259044647217,12977976000,0.0,0.0
2018-11-01 00:00:00-04:00,5.258669424027128,5.4989386595696175,3.302087862857346,4.048160076141357,16162340000,0.004,0.0
2018-12-01 00:00:00-05:00,4.279579332801239,4.331152523591093,3.085958522258526,3.310103416442871,12451408000,0.0,0.0
2019-01-01 00:00:00-05:00,3.239189991875553,3.98898392120337,3.1660453742050816,3.5642495155334473,16870992000,0.0,0.0
2019-02-01 00:00:00-05:00,3.5828454557956557,4.098080971465636,3.5352396209301067,3.8248424530029297,11445728000,0.004,0.0
2019-03-01 00:00:00-05:00,3.878673083214713,4.591761227688423,3.5939838094587504,4.456738471984863,12068540000,0.0,0.0
2019-04-01 00:00:00-04:00,4.548573222233371,4.801988740586015,4.301362691007613,4.49247932434082,9437780000,0.0,0.0
2019-05-01 00:00:00-04:00,4.544850952981437,4.588534409249439,3.3604244591989794,3.362161874771118,11180752000,0.004,0.0
2019-06-01 00:00:00-04:00,3.3771823902729814,4.109224415720292,3.2949334541379955,4.080896854400635,8233340000,0.0,0.0
2019-07-01 00:00:00-04:00,4.288133178474741,4.445176699522732,3.851542236999376,4.192465782165527,8415984000,0.0,0.0
2019-08-01 00:00:00-04:00,4.202903119623961,4.310000805910456,3.662444841406098,4.162399768829346,9450328000,0.004,0.0
2019-09-01 00:00:00-04:00,4.093641444214801,4.686122528593529,4.060560150473716,4.329688549041748,6347768000,0.0,0.0
2019-10-01 00:00:00-04:00,4.352820797179151,5.196024216932656,4.231688134160552,5.000022888183594,7696172000,0.0,0.0
2019-11-01 00:00:00-04:00,4.964701582948538,5.507187700503802,4.939579636577347,5.391029357910156,7321800000,0.004,0.0
2019-12-01 00:00:00-05:00,5.3880388061833235,6.019041190424995,4.987532918384933,5.856997013092041,6543532000,0.0,0.0
