Date,Dividends
2015-12-24 00:00:00-05:00,0.465
2017-12-27 00:00:00-05:00,0.488
2018-12-27 00:00:00-05:00,1.168
2019-12-27 00:00:00-05:00,0.191
2020-12-29 00:00:00-05:00,2.044
2021-12-29 00:00:00-05:00,0.783
2023-09-08 00:00:00-04:00,0.364
