Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-01-01 00:00:00-05:00,140.16000366210938,144.47999572753906,133.27999877929688,141.9199981689453,2492432,0.0,0.0,0.0
2016-01-08 00:00:00-05:00,142.8800048828125,148.32000732421875,126.72000122070312,127.36000061035156,2464244,0.0,0.0,0.0
2016-01-15 00:00:00-05:00,126.72000122070312,128.8000030517578,122.08000183105469,126.72000122070312,1348563,0.0,0.0,0.0
2016-01-22 00:00:00-05:00,125.44000244140625,130.72000122070312,122.4000015258789,130.72000122070312,1768563,0.0,0.0,0.0
2016-01-29 00:00:00-05:00,133.75999450683594,135.83999633789062,114.72000122070312,116.4800033569336,2548582,0.0,0.0,0.0
2016-02-05 00:00:00-05:00,119.36000061035156,127.5199966430664,116.16000366210938,116.80000305175781,1585062,0.0,0.0,0.0
2016-02-12 00:00:00-05:00,116.16000366210938,116.4800033569336,109.27999877929688,109.27999877929688,1587062,0.0,0.0,0.0
2016-02-19 00:00:00-05:00,108.4800033569336,108.4800033569336,98.08000183105469,101.12000274658203,3637889,0.0,0.0,0.0
2016-02-26 00:00:00-05:00,100.80000305175781,101.91999816894531,92.4800033569336,92.63999938964844,6810300,0.0,0.0,0.0
2016-03-04 00:00:00-05:00,92.95999908447266,102.72000122070312,92.63999938964844,102.72000122070312,7593212,0.0,0.0,0.0
2016-03-11 00:00:00-05:00,104.0,110.08000183105469,101.91999816894531,109.27999877929688,4900200,0.0,0.0,0.0
2016-03-18 00:00:00-04:00,109.5999984741211,109.76000213623047,100.4800033569336,102.4000015258789,4794431,0.0,0.0,0.0
2016-03-25 00:00:00-04:00,101.91999816894531,109.91999816894531,101.27999877929688,106.55999755859375,3639327,0.0,0.0,0.0
2016-04-01 00:00:00-04:00,105.91999816894531,112.4800033569336,102.87999725341797,109.5999984741211,3174020,0.0,0.0,0.0
2016-04-08 00:00:00-04:00,109.12000274658203,111.04000091552734,103.36000061035156,106.87999725341797,4094813,0.0,0.0,0.0
2016-04-15 00:00:00-04:00,103.68000030517578,115.5199966430664,103.19999694824219,113.91999816894531,3093445,0.0,0.0,0.0
2016-04-22 00:00:00-04:00,115.04000091552734,118.08000183105469,106.72000122070312,107.04000091552734,2416620,0.0,0.0,0.0
2016-04-29 00:00:00-04:00,108.4800033569336,113.44000244140625,104.80000305175781,107.83999633789062,2739563,0.0,0.0,0.0
2016-05-06 00:00:00-04:00,106.87999725341797,112.95999908447266,106.55999755859375,111.04000091552734,1728057,0.0,0.0,0.0
2016-05-13 00:00:00-04:00,108.63999938964844,111.68000030517578,101.76000213623047,105.76000213623047,2267945,0.0,0.0,0.0
2016-05-20 00:00:00-04:00,107.19999694824219,109.5999984741211,102.87999725341797,103.68000030517578,2473800,0.0,0.0,0.0
2016-05-27 00:00:00-04:00,104.16000366210938,117.12000274658203,103.83999633789062,116.0,2544144,0.0,0.0,0.0
2016-06-03 00:00:00-04:00,117.44000244140625,127.19999694824219,115.36000061035156,125.76000213623047,2676512,0.0,0.0,0.0
2016-06-10 00:00:00-04:00,124.80000305175781,127.19999694824219,123.19999694824219,124.4800033569336,2208483,0.0,0.0,0.0
2016-06-17 00:00:00-04:00,125.12000274658203,133.1199951171875,124.95999908447266,129.44000244140625,2503564,0.0,0.0,0.0
2016-06-24 00:00:00-04:00,127.68000030517578,139.36000061035156,127.19999694824219,138.24000549316406,2697426,0.0,0.0,0.0
2016-07-01 00:00:00-04:00,137.1199951171875,141.9199981689453,128.9600067138672,130.8800048828125,2288731,0.0,0.0,0.0
2016-07-08 00:00:00-04:00,132.16000366210938,133.1199951171875,127.19999694824219,129.60000610351562,1927813,0.0,0.0,0.0
2016-07-15 00:00:00-04:00,127.19999694824219,131.52000427246094,124.4800033569336,126.87999725341797,1690332,0.0,0.0,0.0
2016-07-22 00:00:00-04:00,130.39999389648438,138.24000549316406,126.55999755859375,136.47999572753906,2237814,0.0,0.0,0.0
2016-07-29 00:00:00-04:00,137.60000610351562,139.0399932861328,130.24000549316406,135.0399932861328,2041263,0.0,0.0,0.0
2016-08-05 00:00:00-04:00,133.60000610351562,134.0800018310547,120.80000305175781,121.5999984741211,1816775,0.0,0.0,0.0
2016-08-12 00:00:00-04:00,124.63999938964844,128.63999938964844,122.55999755859375,127.68000030517578,2112482,0.0,0.0,0.0
2016-08-19 00:00:00-04:00,124.0,136.47999572753906,122.72000122070312,135.36000061035156,1773601,0.0,0.0,0.0
2016-08-26 00:00:00-04:00,135.1999969482422,138.55999755859375,131.0399932861328,131.83999633789062,1541413,0.0,0.0,0.0
2016-09-02 00:00:00-04:00,132.63999938964844,132.9600067138672,125.44000244140625,131.83999633789062,1470712,0.0,0.0,0.0
2016-09-09 00:00:00-04:00,133.1199951171875,138.39999389648438,131.0399932861328,137.1199951171875,1300625,0.0,0.0,0.0
2016-09-16 00:00:00-04:00,135.83999633789062,144.32000732421875,135.67999267578125,140.0,1362463,0.0,0.0,0.0
2016-09-23 00:00:00-04:00,140.16000366210938,144.16000366210938,134.8800048828125,136.16000366210938,1193801,0.0,0.0,0.0
2016-09-30 00:00:00-04:00,134.8800048828125,140.63999938964844,131.36000061035156,139.36000061035156,1904100,0.0,0.0,0.0
2016-10-07 00:00:00-04:00,141.44000244140625,154.24000549316406,140.9600067138672,152.9600067138672,2711456,0.0,0.0,0.0
2016-10-14 00:00:00-04:00,151.52000427246094,152.16000366210938,145.44000244140625,147.52000427246094,1255506,0.0,0.0,0.0
2016-10-21 00:00:00-04:00,145.1199951171875,145.44000244140625,127.5199966430664,131.36000061035156,3962437,0.0,0.0,0.0
2016-10-28 00:00:00-04:00,131.83999633789062,135.1999969482422,118.55999755859375,118.55999755859375,3295619,0.0,0.0,0.0
2016-11-04 00:00:00-04:00,119.04000091552734,122.4000015258789,109.5999984741211,114.23999786376953,3799412,0.0,0.0,0.0
2016-11-11 00:00:00-05:00,113.12000274658203,120.80000305175781,111.83999633789062,115.83999633789062,4328538,0.0,0.0,0.0
2016-11-18 00:00:00-05:00,119.68000030517578,128.16000366210938,119.04000091552734,126.87999725341797,6748314,0.0,0.0,0.0
2016-11-25 00:00:00-05:00,127.19999694824219,142.0800018310547,127.19999694824219,141.75999450683594,6676713,0.0,0.0,0.0
2016-12-02 00:00:00-05:00,140.32000732421875,151.1999969482422,136.16000366210938,149.9199981689453,9043194,0.0,0.0,0.0
2016-12-09 00:00:00-05:00,152.0,152.32000732421875,136.9600067138672,138.24000549316406,6674857,0.0,0.0,0.0
2016-12-16 00:00:00-05:00,135.1999969482422,145.27999877929688,131.36000061035156,142.0800018310547,5901276,0.0,0.0,0.0
2016-12-23 00:00:00-05:00,144.9600067138672,155.83999633789062,144.8000030517578,152.0,3426394,0.0,0.0,0.0
2016-12-30 00:00:00-05:00,151.36000061035156,151.36000061035156,126.72000122070312,132.16000366210938,4396376,0.0,0.0,0.0
2017-01-06 00:00:00-05:00,132.8000030517578,137.75999450683594,123.68000030517578,134.39999389648438,4306907,0.0,0.0,0.0
2017-01-13 00:00:00-05:00,136.16000366210938,136.9600067138672,130.24000549316406,132.47999572753906,2095144,0.0,0.0,0.0
2017-01-20 00:00:00-05:00,132.32000732421875,140.0,128.16000366210938,135.52000427246094,3202863,0.0,0.0,0.0
