Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-01-01 00:00:00-05:00,18.43358337875908,18.673460055805958,17.529434045083114,17.575563430786133,3000,0.0,0.0,0.0
2016-01-08 00:00:00-05:00,17.372592721906944,17.372592721906944,16.21934041227498,16.634511947631836,7800,0.0,0.0,0.0
2016-01-15 00:00:00-05:00,15.995149091486617,16.145533300198696,15.139897085294157,15.868753433227539,9000,0.0,0.0,0.0
2016-01-22 00:00:00-05:00,16.227644798753648,16.227644798753648,15.20447826385498,15.20447826385498,3600,0.0,0.0,0.0
2016-01-29 00:00:00-05:00,15.398224979799323,15.568905825010235,15.047635300220692,15.241382598876953,3800,0.0,0.0,0.0
2016-02-05 00:00:00-05:00,14.530980042977289,14.540206273219013,13.535492148383485,13.636055946350098,9300,0.0,0.0,0.0
2016-02-12 00:00:00-05:00,13.645282647052872,14.881568506631014,13.645282647052872,14.826212882995605,7200,0.0,0.0,0.0
2016-02-19 00:00:00-05:00,14.853889387182836,15.250608444213867,14.853889387182836,15.250608444213867,3900,0.0,0.0,0.0
2016-02-26 00:00:00-05:00,15.702686673425061,16.74061393737793,15.702686673425061,16.74061393737793,3100,0.0,0.0,0.0
2016-03-04 00:00:00-05:00,16.874389294912465,17.197298546378427,16.434307098388672,16.434307098388672,4400,0.0,0.0,0.0
2016-03-11 00:00:00-05:00,16.54225426809876,17.003555271627565,16.45921994668568,16.6990966796875,3900,0.0,0.0,0.0
2016-03-18 00:00:00-04:00,17.049681592277498,17.4094975067302,16.79135420312755,16.85593605041504,5900,0.0,0.0,0.0
2016-03-25 00:00:00-04:00,16.855939372817303,17.74163646971885,16.855939372817303,17.649375915527344,4700,0.0,0.0,0.0
2016-04-01 00:00:00-04:00,17.649374421347137,18.221388401129307,17.649374421347137,17.990737915039062,3900,0.0,0.0,0.0
2016-04-08 00:00:00-04:00,17.88924934966686,18.470489501953125,17.88924934966686,18.470489501953125,3700,0.0,0.0,0.0
2016-04-15 00:00:00-04:00,18.239842329709354,18.302578239294323,17.778541320418114,18.227848052978516,10300,0.0,0.0,0.0
2016-04-22 00:00:00-04:00,18.202935872609135,18.202935872609135,17.963059156795318,18.078384399414062,5600,0.0,0.0,0.0
2016-04-29 00:00:00-04:00,17.464853707693777,17.52943555713801,16.75444984436035,16.75444984436035,8300,0.0,0.0,0.0
2016-05-06 00:00:00-04:00,16.6714171328173,17.014624822556694,16.551479652316015,16.559782028198242,5800,0.0,0.0,0.0
2016-05-13 00:00:00-04:00,16.71754943268597,16.86516561560262,16.542254555576058,16.578235626220703,1700,0.0,0.0,0.0
2016-05-20 00:00:00-04:00,16.804270452273425,17.732406616210938,16.786740088293268,17.732406616210938,9400,0.0,0.0,0.0
2016-05-27 00:00:00-04:00,17.88002511434105,18.23061484270036,17.7969925573334,18.214008331298828,11400,0.0,0.0,0.0
2016-06-03 00:00:00-04:00,18.071000796636532,18.461261655623442,18.00918699883502,18.110671997070312,18900,0.0,0.0,0.0
2016-06-10 00:00:00-04:00,18.08299979614217,18.08299979614217,17.658601955354687,17.91693115234375,14400,0.0,0.0,0.0
2016-06-17 00:00:00-04:00,17.990738860360214,18.369005536646306,17.93353728340399,18.101451873779297,21000,0.0,0.0,0.0
2016-06-24 00:00:00-04:00,17.72318340698163,17.796993255615234,16.83748634006215,17.796993255615234,25300,0.0,0.0,0.0
2016-07-01 00:00:00-04:00,17.945531559800152,18.101451873779297,17.70473273530275,18.101451873779297,2300,0.0,0.0,0.0
2016-07-08 00:00:00-04:00,18.47971646440959,19.024051719527776,18.47971646440959,18.71497917175293,3700,0.0,0.0,0.0
2016-07-15 00:00:00-04:00,18.71036687533747,18.887505916512225,18.535072024333395,18.80262565612793,2200,0.0,0.0,0.0
2016-07-22 00:00:00-04:00,18.576587906538723,19.097858428955078,18.544296983530245,19.097858428955078,1700,0.0,0.0,0.0
2016-07-29 00:00:00-04:00,18.99268039149916,19.143986673093362,18.594115400313505,19.079404830932617,2700,0.0,0.0,0.0
2016-08-05 00:00:00-04:00,19.21964263100612,19.471511840820312,19.21964263100612,19.471511840820312,16300,0.0,0.0,0.0
2016-08-12 00:00:00-04:00,19.541632641916834,19.762134814480277,19.52594822498169,19.58222770690918,3300,0.0,0.0,0.0
2016-08-19 00:00:00-04:00,19.448446996811825,19.71600237893105,19.300830841064453,19.300830841064453,5000,0.0,0.0,0.0
2016-08-26 00:00:00-04:00,19.273154984575644,19.42999739307406,18.885662078857422,18.885662078857422,1000,0.0,0.0,0.0
2016-09-02 00:00:00-04:00,19.033276941571426,19.63296960069791,19.02405247087662,19.63204574584961,4400,0.0,0.0,0.0
2016-09-09 00:00:00-04:00,19.346962352961118,19.559162139892578,18.987148153806565,19.559162139892578,2400,0.0,0.0,0.0
2016-09-16 00:00:00-04:00,19.55916259832918,20.15885353088379,19.55916259832918,20.15885353088379,4600,0.0,0.0,0.0
2016-09-23 00:00:00-04:00,20.214208436315655,20.4448589221337,20.011236642296254,20.260337829589844,25200,0.0,0.0,0.0
2016-09-30 00:00:00-04:00,20.30738912027722,20.675507415015137,20.13117218017578,20.13117218017578,15000,0.0,0.0,0.0
2016-10-07 00:00:00-04:00,20.021385835752056,20.20498308138645,18.995452880859375,18.995452880859375,3500,0.0,0.0,0.0
2016-10-14 00:00:00-04:00,18.950243601842207,19.070181072862464,18.571975209262664,18.977920532226562,182900,0.0,0.0,0.0
2016-10-21 00:00:00-04:00,18.839530892521825,19.199345070871225,18.60519027709961,18.60519027709961,5800,0.0,0.0,0.0
2016-10-28 00:00:00-04:00,18.535071944503763,18.562750634455757,17.713956832885742,17.713956832885742,8200,0.0,0.0,0.0
2016-11-04 00:00:00-04:00,17.704732093597407,19.051730109653235,17.704732093597407,18.85798454284668,9700,0.0,0.0,0.0
2016-11-11 00:00:00-05:00,18.785096737993893,19.1301503442957,18.785096737993893,19.116310119628906,5800,0.0,0.0,0.0
2016-11-18 00:00:00-05:00,19.0056002103449,19.439222486235114,19.0056002103449,19.217798233032227,18300,0.0,0.0,0.0
2016-11-25 00:00:00-05:00,19.236250926868554,19.33773594432088,18.119901657104492,18.119901657104492,8600,0.0,0.0,0.0
2016-12-02 00:00:00-05:00,18.262903992699435,18.752805709838867,18.262903992699435,18.752805709838867,11400,0.0,0.0,0.0
2016-12-09 00:00:00-05:00,18.848757142930584,19.172590255737305,18.82015635726316,19.172590255737305,14100,0.0,0.0,0.0
2016-12-16 00:00:00-05:00,19.282381783197234,19.365416105418326,18.655012130737305,18.655012130737305,7200,0.0,0.0,0.0
2016-12-23 00:00:00-05:00,18.753728344115295,19.111698328607783,18.62733268737793,18.62733268737793,4700,0.0,0.0,0.0
2016-12-30 00:00:00-05:00,18.510160969507023,19.706776405273562,18.485250324966696,19.513029098510742,39900,0.0,0.0,0.0
2017-01-06 00:00:00-05:00,19.716003892439513,20.251112938032485,19.669872740400063,20.140399932861328,54600,0.0,0.0,0.0
2017-01-13 00:00:00-05:00,20.307390655880038,20.371972509011748,20.00846818150319,20.140399932861328,21200,0.0,0.0,0.0
